UID_Row,Sup_type,Supplier_type,Supplier_name,Address_Street,City,County,Postcode,Lat,Long,Hierarchy,Category,MIX01,PLA01,HAR01,MET01,PAP01,TIM01,DMR01,CEIL01,HAZ01,GLA01,MUN01,CON01,BRI01,FURN01,FLO01,INS01,GARD01,TIL01,NON01,NHM01,Other
774,Charity,1,Stevenage Furniture Recycling Scheme,2-4 willows Link,Stevenage,Hertfordshire,SG2 8AR,51.88254,-0.17868,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
774,Charity,1,Stevenage Furniture Recycling Scheme,2-4 willows Link,Stevenage,Hertfordshire,SG2 8AR,51.88254,-0.17868,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
777,Charity,1,storeroom Education,25-26 Somerton Industrial Park,Cowes,Isle of White,PO31 8PA,50.74947,-1.30166,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
777,Charity,1,storeroom Education,25-26 Somerton Industrial Park,Cowes,Isle of White,PO31 8PA,50.74947,-1.30166,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
777,Charity,1,storeroom Education,25-26 Somerton Industrial Park,Cowes,Isle of White,PO31 8PA,50.74947,-1.30166,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
778,Charity,1,Storeroom2010,1 Mariners Way,Cowes,Isle of White,PO31 8PD,50.74876,-1.30225,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
778,Charity,1,Storeroom2010,1 Mariners Way,Cowes,Isle of White,PO31 8PD,50.74876,-1.30225,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
778,Charity,1,Storeroom2010,1 Mariners Way,Cowes,Isle of White,PO31 8PD,50.74876,-1.30225,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
779,Charity,1,Streatham Youth Centre,Wellfield Centre,Streatham,London,SW16 2BP,51.42912,-0.12619,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
779,Charity,1,Streatham Youth Centre,Wellfield Centre,Streatham,London,SW16 2BP,51.42912,-0.12619,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
779,Charity,1,Streatham Youth Centre,Wellfield Centre,Streatham,London,SW16 2BP,51.42912,-0.12619,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
780,Other,6,Sussex Toilets,21 Nutley Drive,Worthing,West Sussex,BN12 4JP,50.80874,-0.42139,MRF,C,,,,,,,,,,,,,,,,,,,,,
780,Other,6,Sussex Toilets,21 Nutley Drive,Worthing,West Sussex,BN12 4JP,50.80874,-0.42139,MRF,C,,,,,,,,,,,,,,,,,,,,,
788,Other,6,Tardis Environmental,West Coppice Rd,Walsall,West Midlands,WS8 7HB,52.64749,-1.95033,MRF,C,,,,,,,,,,,,,,,,,,,,,
788,Other,6,Tardis Environmental,West Coppice Rd,Walsall,West Midlands,WS8 7HB,52.64749,-1.95033,MRF,C,,,,,,,,,,,,,,,,,,,,,
793,Charity,1,The Big House,The Big House,Shacklewell,London,N16 8NA,51.55082,-0.08123,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
793,Charity,1,The Big House,The Big House,Shacklewell,London,N16 8NA,51.55082,-0.08123,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
793,Charity,1,The Big House,The Big House,Shacklewell,London,N16 8NA,51.55082,-0.08123,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
794,Charity,1,The Factory,5 Devon Way,Birmingham City,West Midlands,B31 2TS,52.39791,-1.98557,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
794,Charity,1,The Factory,5 Devon Way,Birmingham City,West Midlands,B31 2TS,52.39791,-1.98557,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
794,Charity,1,The Factory,5 Devon Way,Birmingham City,West Midlands,B31 2TS,52.39791,-1.98557,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
795,Charity,1,The Hideaway Project,Quinney Crescnet,Manchester,Manchester,M16 7DG,53.45994,-2.25076,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
795,Charity,1,The Hideaway Project,Quinney Crescnet,Manchester,Manchester,M16 7DG,53.45994,-2.25076,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
795,Charity,1,The Hideaway Project,Quinney Crescnet,Manchester,Manchester,M16 7DG,53.45994,-2.25076,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
796,Charity,1,The Lighthouse,100 Alma Way,Birmingham City,Birmingham,B19 2LN,52.50191,-1.90075,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
796,Charity,1,The Lighthouse,100 Alma Way,Birmingham City,Birmingham,B19 2LN,52.50191,-1.90075,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
796,Charity,1,The Lighthouse,100 Alma Way,Birmingham City,Birmingham,B19 2LN,52.50191,-1.90075,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
797,Charity,1,The Prince's Trust- Kennington,Salisbury House,Wimbledon,London,SW9 6EJ,51.47982,-0.10971,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
797,Charity,1,The Prince's Trust- Kennington,Salisbury House,Wimbledon,London,SW9 6EJ,51.47982,-0.10971,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
797,Charity,1,The Prince's Trust- Kennington,Salisbury House,Wimbledon,London,SW9 6EJ,51.47982,-0.10971,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
798,Charity,1,The Pump,286 Kitts Green Road,Birmingham City,Birmingham,B33 8NF,52.47634,-1.78854,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
798,Charity,1,The Pump,286 Kitts Green Road,Birmingham City,Birmingham,B33 8NF,52.47634,-1.78854,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
798,Charity,1,The Pump,286 Kitts Green Road,Birmingham City,Birmingham,B33 8NF,52.47634,-1.78854,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
799,Charity,1,The Salmon Youth Centre,43 Old Jamaica Road,Bermondsey,London,SE16 4TE,51.49829,-0.0707,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
799,Charity,1,The Salmon Youth Centre,43 Old Jamaica Road,Bermondsey,London,SE16 4TE,51.49829,-0.0707,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
799,Charity,1,The Salmon Youth Centre,43 Old Jamaica Road,Bermondsey,London,SE16 4TE,51.49829,-0.0707,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
800,Charity,1,The Vibe,100 Holder Road,Birmingham City,Birmingham,B25 8AS,52.46593,-1.82128,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
800,Charity,1,The Vibe,100 Holder Road,Birmingham City,Birmingham,B25 8AS,52.46593,-1.82128,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
800,Charity,1,The Vibe,100 Holder Road,Birmingham City,Birmingham,B25 8AS,52.46593,-1.82128,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
801,Charity,1,The Zone,The Henry Cohen Campus,Leeds,West Yorkshire,LS17 7HR,53.85473,-1.54081,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
801,Charity,1,The Zone,The Henry Cohen Campus,Leeds,West Yorkshire,LS17 7HR,53.85473,-1.54081,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
801,Charity,1,The Zone,The Henry Cohen Campus,Leeds,West Yorkshire,LS17 7HR,53.85473,-1.54081,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
802,Charity,1,Theatre Royal Plymouth,Royal Parade,Plymouth,Devon,PL1 2TR,50.36996,-4.1451,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
802,Charity,1,Theatre Royal Plymouth,Royal Parade,Plymouth,Devon,PL1 2TR,50.36996,-4.1451,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
802,Charity,1,Theatre Royal Plymouth,Royal Parade,Plymouth,Devon,PL1 2TR,50.36996,-4.1451,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
804,Charity,1,Three Estate Youth Work Project Shop,Hawkesely Community Centre,Birmingham City,West Midlands,B38 9TU,52.39449,-1.93582,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
804,Charity,1,Three Estate Youth Work Project Shop,Hawkesely Community Centre,Birmingham City,West Midlands,B38 9TU,52.39449,-1.93582,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
804,Charity,1,Three Estate Youth Work Project Shop,Hawkesely Community Centre,Birmingham City,West Midlands,B38 9TU,52.39449,-1.93582,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
805,Recycling facility,5,Tidy Site,Parkhouse Road East,Newcastle under Lyme,Staffordshire,ST5 7RB,53.04703,-2.23843,MRF,C,,,,,,,,,,,,,,,,,,,,,
805,Recycling facility,5,Tidy Site,Parkhouse Road East,Newcastle under Lyme,Staffordshire,ST5 7RB,53.04703,-2.23843,MRF,C,,,,,,,,,,,,,,,,,,,,,
805,Recycling facility,5,Tidy Site,Parkhouse Road East,Newcastle under Lyme,Staffordshire,ST5 7RB,53.04703,-2.23843,MRF,C,,,,,,,,,,,,,,,,,,,,,
805,Recycling facility,5,Tidy Site,Parkhouse Road East,Newcastle under Lyme,Staffordshire,ST5 7RB,53.04703,-2.23843,MRF,C,,,,,,,,,,,,,,,,,,,,,
805,Recycling facility,5,Tidy Site,Parkhouse Road East,Newcastle under Lyme,Staffordshire,ST5 7RB,53.04703,-2.23843,MRF,C,,,,,,,,,,,,,,,,,,,,,
805,Recycling facility,5,Tidy Site,Parkhouse Road East,Newcastle under Lyme,Staffordshire,ST5 7RB,53.04703,-2.23843,MRF,C,,,,,,,,,,,,,,,,,,,,,
805,Recycling facility,5,Tidy Site,Parkhouse Road East,Newcastle under Lyme,Staffordshire,ST5 7RB,53.04703,-2.23843,MRF,C,,,,,,,,,,,,,,,,,,,,,
806,Reprocessor,8,Tilbury Ash Disposal Site,Tilbury Power Station,Tilbury,Thurrock,RM18 8UL,51.455302,0.3902383,Reprocessor,B,,,,,,,,,,,,,,,,,,,,,
806,Reprocessor,8,Tilbury Ash Disposal Site,Tilbury Power Station,Tilbury,Thurrock,RM18 8UL,51.455302,0.3902383,Reprocessor,B,,,,,,,,,,,,,,,,,,,,,
806,Reprocessor,8,Tilbury Ash Disposal Site,Tilbury Power Station,Tilbury,Thurrock,RM18 8UL,51.455302,0.3902383,Reprocessor,B,,,,,,,,,,,,,,,,,,,,,
806,Reprocessor,8,Tilbury Ash Disposal Site,Tilbury Power Station,Tilbury,Thurrock,RM18 8UL,51.455302,0.3902383,Reprocessor,B,,,,,,,,,,,,,,,,,,,,,
806,Reprocessor,8,Tilbury Ash Disposal Site,Tilbury Power Station,Tilbury,Thurrock,RM18 8UL,51.455302,0.3902383,Reprocessor,B,,,,,,,,,,,,,,,,,,,,,
806,Reprocessor,8,Tilbury Ash Disposal Site,Tilbury Power Station,Tilbury,Thurrock,RM18 8UL,51.455302,0.3902383,Reprocessor,B,,,,,,,,,,,,,,,,,,,,,
809,Charity,1,Tokko Youth Centre,Tokko Youth Space,Luton,Bedfordshire,LU1 2QP,51.88058,-0.41849,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
809,Charity,1,Tokko Youth Centre,Tokko Youth Space,Luton,Bedfordshire,LU1 2QP,51.88058,-0.41849,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
809,Charity,1,Tokko Youth Centre,Tokko Youth Space,Luton,Bedfordshire,LU1 2QP,51.88058,-0.41849,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
810,Recycling facility,5,Tom White Waste Limited,The Recycling Centre,Coventry,West Midlands,CV6 6LN,52.44615,-1.49097,MRF,C,,,,,,,,,,,,,,,,,,,,,
810,Recycling facility,5,Tom White Waste Limited,The Recycling Centre,Coventry,West Midlands,CV6 6LN,52.44615,-1.49097,MRF,C,,,,,,,,,,,,,,,,,,,,,
810,Recycling facility,5,Tom White Waste Limited,The Recycling Centre,Coventry,West Midlands,CV6 6LN,52.44615,-1.49097,MRF,C,,,,,,,,,,,,,,,,,,,,,
810,Recycling facility,5,Tom White Waste Limited,The Recycling Centre,Coventry,West Midlands,CV6 6LN,52.44615,-1.49097,MRF,C,,,,,,,,,,,,,,,,,,,,,
810,Recycling facility,5,Tom White Waste Limited,The Recycling Centre,Coventry,West Midlands,CV6 6LN,52.44615,-1.49097,MRF,C,,,,,,,,,,,,,,,,,,,,,
810,Recycling facility,5,Tom White Waste Limited,The Recycling Centre,Coventry,West Midlands,CV6 6LN,52.44615,-1.49097,MRF,C,,,,,,,,,,,,,,,,,,,,,
810,Recycling facility,5,Tom White Waste Limited,The Recycling Centre,Coventry,West Midlands,CV6 6LN,52.44615,-1.49097,MRF,C,,,,,,,,,,,,,,,,,,,,,
815,Charity,1,UK Youth,Highbury Office,Holloway,London,N7 8PG,51.54766,-0.10975,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
815,Charity,1,UK Youth,Highbury Office,Holloway,London,N7 8PG,51.54766,-0.10975,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
815,Charity,1,UK Youth,Highbury Office,Holloway,London,N7 8PG,51.54766,-0.10975,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
823,Recycling facility,5,Ward Recycling,Recycling Centre,Swadlincote,Derbyshire,DE11 8DG,52.76835,-1.53462,MRF,C,,,,,,,,,,,,,,,,,,,,,
823,Recycling facility,5,Ward Recycling,Recycling Centre,Swadlincote,Derbyshire,DE11 8DG,52.76835,-1.53462,MRF,C,,,,,,,,,,,,,,,,,,,,,
823,Recycling facility,5,Ward Recycling,Recycling Centre,Swadlincote,Derbyshire,DE11 8DG,52.76835,-1.53462,MRF,C,,,,,,,,,,,,,,,,,,,,,
823,Recycling facility,5,Ward Recycling,Recycling Centre,Swadlincote,Derbyshire,DE11 8DG,52.76835,-1.53462,MRF,C,,,,,,,,,,,,,,,,,,,,,
823,Recycling facility,5,Ward Recycling,Recycling Centre,Swadlincote,Derbyshire,DE11 8DG,52.76835,-1.53462,MRF,C,,,,,,,,,,,,,,,,,,,,,
823,Recycling facility,5,Ward Recycling,Recycling Centre,Swadlincote,Derbyshire,DE11 8DG,52.76835,-1.53462,MRF,C,,,,,,,,,,,,,,,,,,,,,
823,Recycling facility,5,Ward Recycling,Recycling Centre,Swadlincote,Derbyshire,DE11 8DG,52.76835,-1.53462,MRF,C,,,,,,,,,,,,,,,,,,,,,
825,Charity,1,Warrington Youth Club,Warrington Youth Club,Warrington,Cheshire,WA5 1HQ,53.38931,-2.62155,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
825,Charity,1,Warrington Youth Club,Warrington Youth Club,Warrington,Cheshire,WA5 1HQ,53.38931,-2.62155,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
825,Charity,1,Warrington Youth Club,Warrington Youth Club,Warrington,Cheshire,WA5 1HQ,53.38931,-2.62155,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
831,Other,6,We Clear Junk,Harrow Road,Tokyngton,London,NW10 0RG,51.54307,-0.27144,MRF,C,,,,,,,,,,,,,,,,,,,,,
831,Other,6,We Clear Junk,Harrow Road,Tokyngton,London,NW10 0RG,51.54307,-0.27144,MRF,C,,,,,,,,,,,,,,,,,,,,,
831,Other,6,We Clear Junk,Harrow Road,Tokyngton,London,NW10 0RG,51.54307,-0.27144,MRF,C,,,,,,,,,,,,,,,,,,,,,
834,Recycling facility,5,WEEE- Recycleit,Unit 4 Austin Way,Daventry,Northamptonshire,NN11 8QY,52.26678,-1.18194,MRF,C,,,,,,,,,,,,,,,,,,,,,
834,Recycling facility,5,WEEE- Recycleit,Unit 4 Austin Way,Daventry,Northamptonshire,NN11 8QY,52.26678,-1.18194,MRF,C,,,,,,,,,,,,,,,,,,,,,
834,Recycling facility,5,WEEE- Recycleit,Unit 4 Austin Way,Daventry,Northamptonshire,NN11 8QY,52.26678,-1.18194,MRF,C,,,,,,,,,,,,,,,,,,,,,
834,Recycling facility,5,WEEE- Recycleit,Unit 4 Austin Way,Daventry,Northamptonshire,NN11 8QY,52.26678,-1.18194,MRF,C,,,,,,,,,,,,,,,,,,,,,
834,Recycling facility,5,WEEE- Recycleit,Unit 4 Austin Way,Daventry,Northamptonshire,NN11 8QY,52.26678,-1.18194,MRF,C,,,,,,,,,,,,,,,,,,,,,
834,Recycling facility,5,WEEE- Recycleit,Unit 4 Austin Way,Daventry,Northamptonshire,NN11 8QY,52.26678,-1.18194,MRF,C,,,,,,,,,,,,,,,,,,,,,
834,Recycling facility,5,WEEE- Recycleit,Unit 4 Austin Way,Daventry,Northamptonshire,NN11 8QY,52.26678,-1.18194,MRF,C,,,,,,,,,,,,,,,,,,,,,
835,Recycling facility,5,Weir Waste,Cato Street,Birmingham City,West Midlands,B7 4TS,52.49069,-1.86953,MRF,C,,,,,,,,,,,,,,,,,,,,,
835,Recycling facility,5,Weir Waste,Cato Street,Birmingham City,West Midlands,B7 4TS,52.49069,-1.86953,MRF,C,,,,,,,,,,,,,,,,,,,,,
835,Recycling facility,5,Weir Waste,Cato Street,Birmingham City,West Midlands,B7 4TS,52.49069,-1.86953,MRF,C,,,,,,,,,,,,,,,,,,,,,
835,Recycling facility,5,Weir Waste,Cato Street,Birmingham City,West Midlands,B7 4TS,52.49069,-1.86953,MRF,C,,,,,,,,,,,,,,,,,,,,,
835,Recycling facility,5,Weir Waste,Cato Street,Birmingham City,West Midlands,B7 4TS,52.49069,-1.86953,MRF,C,,,,,,,,,,,,,,,,,,,,,
835,Recycling facility,5,Weir Waste,Cato Street,Birmingham City,West Midlands,B7 4TS,52.49069,-1.86953,MRF,C,,,,,,,,,,,,,,,,,,,,,
835,Recycling facility,5,Weir Waste,Cato Street,Birmingham City,West Midlands,B7 4TS,52.49069,-1.86953,MRF,C,,,,,,,,,,,,,,,,,,,,,
836,Charity,1,Westminster Waste,Maybank Wharf,Greenwich,London,SE7 8NJ,51.4936246,0.0324968,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
836,Charity,1,Westminster Waste,Maybank Wharf,Greenwich,London,SE7 8NJ,51.4936246,0.0324968,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
836,Charity,1,Westminster Waste,Maybank Wharf,Greenwich,London,SE7 8NJ,51.4936246,0.0324968,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
846,Recycling facility,5,Williams Environmental Management,Unit 3 Charles Street,Silvertown,London,E16 2BY,51.50358,0.03667,MRF,C,,,,,,,,,,,,,,,,,,,,,
846,Recycling facility,5,Williams Environmental Management,Unit 3 Charles Street,Silvertown,London,E16 2BY,51.50358,0.03667,MRF,C,,,,,,,,,,,,,,,,,,,,,
846,Recycling facility,5,Williams Environmental Management,Unit 3 Charles Street,Silvertown,London,E16 2BY,51.50358,0.03667,MRF,C,,,,,,,,,,,,,,,,,,,,,
846,Recycling facility,5,Williams Environmental Management,Unit 3 Charles Street,Silvertown,London,E16 2BY,51.50358,0.03667,MRF,C,,,,,,,,,,,,,,,,,,,,,
846,Recycling facility,5,Williams Environmental Management,Unit 3 Charles Street,Silvertown,London,E16 2BY,51.50358,0.03667,MRF,C,,,,,,,,,,,,,,,,,,,,,
846,Recycling facility,5,Williams Environmental Management,Unit 3 Charles Street,Silvertown,London,E16 2BY,51.50358,0.03667,MRF,C,,,,,,,,,,,,,,,,,,,,,
846,Recycling facility,5,Williams Environmental Management,Unit 3 Charles Street,Silvertown,London,E16 2BY,51.50358,0.03667,MRF,C,,,,,,,,,,,,,,,,,,,,,
856,Charity,1,Worthing youth theatre,1 Ashurst Drive,Brighton,West Sussex,BN12 4SN,50.81115,-0.42667,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
856,Charity,1,Worthing youth theatre,1 Ashurst Drive,Brighton,West Sussex,BN12 4SN,50.81115,-0.42667,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
856,Charity,1,Worthing youth theatre,1 Ashurst Drive,Brighton,West Sussex,BN12 4SN,50.81115,-0.42667,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
857,Reprocessor,8,Wraysbury Landfill Site,Land/Premises at Staines Road,Staines,Middlesex,TW19 5NH,51.45786,-0.5438,Reprocessor,B,,,,,,,,,,,,,,,,,,,,,
857,Reprocessor,8,Wraysbury Landfill Site,Land/Premises at Staines Road,Staines,Middlesex,TW19 5NH,51.45786,-0.5438,Reprocessor,B,,,,,,,,,,,,,,,,,,,,,
857,Reprocessor,8,Wraysbury Landfill Site,Land/Premises at Staines Road,Staines,Middlesex,TW19 5NH,51.45786,-0.5438,Reprocessor,B,,,,,,,,,,,,,,,,,,,,,
857,Reprocessor,8,Wraysbury Landfill Site,Land/Premises at Staines Road,Staines,Middlesex,TW19 5NH,51.45786,-0.5438,Reprocessor,B,,,,,,,,,,,,,,,,,,,,,
857,Reprocessor,8,Wraysbury Landfill Site,Land/Premises at Staines Road,Staines,Middlesex,TW19 5NH,51.45786,-0.5438,Reprocessor,B,,,,,,,,,,,,,,,,,,,,,
857,Reprocessor,8,Wraysbury Landfill Site,Land/Premises at Staines Road,Staines,Middlesex,TW19 5NH,51.45786,-0.5438,Reprocessor,B,,,,,,,,,,,,,,,,,,,,,
859,Charity,1,YMCA Cultyre Fusion,125 Thornton Road,Bradford,West Yorkshire,BD1 2EP,53.79288,-1.75965,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
859,Charity,1,YMCA Cultyre Fusion,125 Thornton Road,Bradford,West Yorkshire,BD1 2EP,53.79288,-1.75965,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
859,Charity,1,YMCA Cultyre Fusion,125 Thornton Road,Bradford,West Yorkshire,BD1 2EP,53.79288,-1.75965,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
860,Charity,1,Youth First,185 Brookehowse Road,Bellingham,London,SE6 3TT,51.42861,-0.02009,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
860,Charity,1,Youth First,185 Brookehowse Road,Bellingham,London,SE6 3TT,51.42861,-0.02009,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
860,Charity,1,Youth First,185 Brookehowse Road,Bellingham,London,SE6 3TT,51.42861,-0.02009,Reuse ,A,,,,,,,,,,,,,,,,,,,,,
862,Reprocessor,8,DS Smith Paper Limited,Paper/board,Sittingbourne,Kent,ME10 2TD,51.36219,0.75123,Reprocessor,B,,,,,,,,,,,,,,,,,,,,,
862,Reprocessor,8,DS Smith Paper Limited,Paper/board,Sittingbourne,Kent,ME10 2TD,51.36219,0.75123,Reprocessor,B,,,,,,,,,,,,,,,,,,,,,
862,Reprocessor,8,DS Smith Paper Limited,Paper/board,Sittingbourne,Kent,ME10 2TD,51.36219,0.75123,Reprocessor,B,,,,,,,,,,,,,,,,,,,,,
862,Reprocessor,8,DS Smith Paper Limited,Paper/board,Sittingbourne,Kent,ME10 2TD,51.36219,0.75123,Reprocessor,B,,,,,,,,,,,,,,,,,,,,,
862,Reprocessor,8,DS Smith Paper Limited,Paper/board,Sittingbourne,Kent,ME10 2TD,51.36219,0.75123,Reprocessor,B,,,,,,,,,,,,,,,,,,,,,
862,Reprocessor,8,DS Smith Paper Limited,Paper/board,Sittingbourne,Kent,ME10 2TD,51.36219,0.75123,Reprocessor,B,,,,,,,,,,,,,,,,,,,,,
863,Reprocessor,8,Preston Board & Packaging Ltd,Paper/board,Middlesborough,Teesside,SK6 4DZ,53.41003,-2.0799,Reprocessor,B,,,,,,,,,,,,,,,,,,,,,
863,Reprocessor,8,Preston Board & Packaging Ltd,Paper/board,Middlesborough,Teesside,SK6 4DZ,53.41003,-2.0799,Reprocessor,B,,,,,,,,,,,,,,,,,,,,,
863,Reprocessor,8,Preston Board & Packaging Ltd,Paper/board,Middlesborough,Teesside,SK6 4DZ,53.41003,-2.0799,Reprocessor,B,,,,,,,,,,,,,,,,,,,,,
863,Reprocessor,8,Preston Board & Packaging Ltd,Paper/board,Middlesborough,Teesside,SK6 4DZ,53.41003,-2.0799,Reprocessor,B,,,,,,,,,,,,,,,,,,,,,
863,Reprocessor,8,Preston Board & Packaging Ltd,Paper/board,Middlesborough,Teesside,SK6 4DZ,53.41003,-2.0799,Reprocessor,B,,,,,,,,,,,,,,,,,,,,,
863,Reprocessor,8,Preston Board & Packaging Ltd,Paper/board,Middlesborough,Teesside,SK6 4DZ,53.41003,-2.0799,Reprocessor,B,,,,,,,,,,,,,,,,,,,,,
864,Reprocessor,8,SAICA Paper UK Ltd,Paper/board,Manchester,Greater Manchester,M31 4QN,53.42524,-2.41926,Reprocessor,B,,,,,,,,,,,,,,,,,,,,,
864,Reprocessor,8,SAICA Paper UK Ltd,Paper/board,Manchester,Greater Manchester,M31 4QN,53.42524,-2.41926,Reprocessor,B,,,,,,,,,,,,,,,,,,,,,
864,Reprocessor,8,SAICA Paper UK Ltd,Paper/board,Manchester,Greater Manchester,M31 4QN,53.42524,-2.41926,Reprocessor,B,,,,,,,,,,,,,,,,,,,,,
864,Reprocessor,8,SAICA Paper UK Ltd,Paper/board,Manchester,Greater Manchester,M31 4QN,53.42524,-2.41926,Reprocessor,B,,,,,,,,,,,,,,,,,,,,,
864,Reprocessor,8,SAICA Paper UK Ltd,Paper/board,Manchester,Greater Manchester,M31 4QN,53.42524,-2.41926,Reprocessor,B,,,,,,,,,,,,,,,,,,,,,
864,Reprocessor,8,SAICA Paper UK Ltd,Paper/board,Manchester,Greater Manchester,M31 4QN,53.42524,-2.41926,Reprocessor,B,,,,,,,,,,,,,,,,,,,,,
865,Reprocessor,8,Smurfit Kappa UK Ltd,Paper/board,Snodland,Kent,ME6 5AX,51.32792,0.44994,Reprocessor,B,,,,,,,,,,,,,,,,,,,,,
865,Reprocessor,8,Smurfit Kappa UK Ltd,Paper/board,Snodland,Kent,ME6 5AX,51.32792,0.44994,Reprocessor,B,,,,,,,,,,,,,,,,,,,,,
865,Reprocessor,8,Smurfit Kappa UK Ltd,Paper/board,Snodland,Kent,ME6 5AX,51.32792,0.44994,Reprocessor,B,,,,,,,,,,,,,,,,,,,,,
865,Reprocessor,8,Smurfit Kappa UK Ltd,Paper/board,Snodland,Kent,ME6 5AX,51.32792,0.44994,Reprocessor,B,,,,,,,,,,,,,,,,,,,,,
865,Reprocessor,8,Smurfit Kappa UK Ltd,Paper/board,Snodland,Kent,ME6 5AX,51.32792,0.44994,Reprocessor,B,,,,,,,,,,,,,,,,,,,,,
865,Reprocessor,8,Smurfit Kappa UK Ltd,Paper/board,Snodland,Kent,ME6 5AX,51.32792,0.44994,Reprocessor,B,,,,,,,,,,,,,,,,,,,,,
866,Reprocessor,8,Smurfit Kappa UK Ltd,Paper/board,Birmingham City,West Midlands,B7 5RE,52.49546,-1.8657,Reprocessor,B,,,,,,,,,,,,,,,,,,,,,
866,Reprocessor,8,Smurfit Kappa UK Ltd,Paper/board,Birmingham City,West Midlands,B7 5RE,52.49546,-1.8657,Reprocessor,B,,,,,,,,,,,,,,,,,,,,,
866,Reprocessor,8,Smurfit Kappa UK Ltd,Paper/board,Birmingham City,West Midlands,B7 5RE,52.49546,-1.8657,Reprocessor,B,,,,,,,,,,,,,,,,,,,,,
866,Reprocessor,8,Smurfit Kappa UK Ltd,Paper/board,Birmingham City,West Midlands,B7 5RE,52.49546,-1.8657,Reprocessor,B,,,,,,,,,,,,,,,,,,,,,
866,Reprocessor,8,Smurfit Kappa UK Ltd,Paper/board,Birmingham City,West Midlands,B7 5RE,52.49546,-1.8657,Reprocessor,B,,,,,,,,,,,,,,,,,,,,,
866,Reprocessor,8,Smurfit Kappa UK Ltd,Paper/board,Birmingham City,West Midlands,B7 5RE,52.49546,-1.8657,Reprocessor,B,,,,,,,,,,,,,,,,,,,,,
867,Reprocessor,8,Sonoco Cores and Paper Ltd,Paper/board,Stainland,West Yorkshire,HX4 9PY,53.66803,-1.89686,Reprocessor,B,,,,,,,,,,,,,,,,,,,,,
